Subregion,GID_0,NAME_0,RunCode,CandidateID,CandidateRegionID,ImporterV,EvidenceConfidence,Status
Papua New Guinea singleton,PNG,Papua New Guinea,png,M67_GME_V2,M67_55_PNG_SINGLETON,0,no_direction_admitted_under_moderate_rule,proposed_configuration_not_spatially_built_or_model_validated
