GID_0,fueltype,CO2,CH4,N2O,units are tCO2e/ton (and tCO2e/MWh for electricity),,,,,,,
IND,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
KAZ,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
KAZ,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
KAZ,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
KAZ,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
KAZ,Electricity,0.568091289,0.000000000,0.000000000,,,,,,,,
KAZ,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
KAZ,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
KAZ,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
KAZ,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
KAZ,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
KAZ,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
KEN,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
KEN,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
KEN,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
KEN,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
KEN,Electricity,0.322396868,0.004365607,0.000271522,,,,,,,,
KEN,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
KEN,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
KEN,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
KEN,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
KEN,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
KEN,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
KGZ,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
KGZ,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
KGZ,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
KGZ,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
KGZ,Electricity,0.120910519,0.010996957,0.000872796,,,,,,,,
KGZ,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
KGZ,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
KGZ,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
KGZ,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
KGZ,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
KGZ,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
KHM,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
KHM,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
KHM,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
KHM,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
KHM,Electricity,0.725446630,0.039729535,0.003190117,,,,,,,,
KHM,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
KHM,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
KHM,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
KHM,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
KHM,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
KHM,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
LAO,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
LAO,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
LAO,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
LAO,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
LAO,Electricity,0.554561912,0.036844403,0.002557639,,,,,,,,
LAO,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
LAO,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
LAO,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
LAO,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
LAO,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
LAO,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
LBR,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
LBR,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
LBR,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
LBR,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
LBR,Electricity,0.417813328,0.020819527,0.001324384,,,,,,,,
LBR,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
LBR,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
LBR,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
LBR,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
LBR,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
LBR,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
LKA,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
LKA,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
LKA,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
LKA,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
LKA,Electricity,0.563743255,0.032620467,0.002529275,,,,,,,,
LKA,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
LKA,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
LKA,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
LKA,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
LKA,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
LKA,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
LSO,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
LSO,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
LSO,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
LSO,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
LSO,Electricity,0.000000000,0.020819527,0.001324384,,,,,,,,
LSO,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
LSO,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
LSO,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
LSO,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
LSO,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
LSO,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MDG,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MDG,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MDG,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MDG,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MDG,Electricity,0.634029204,0.020819527,0.001324384,,,,,,,,
MDG,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MDG,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MDG,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MDG,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MDG,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MDG,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MDV,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MDV,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MDV,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MDV,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MDV,Electricity,0.623251709,0.000000000,0.000000000,,,,,,,,
MDV,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MDV,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MDV,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MDV,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MDV,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MDV,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MEX,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MEX,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MEX,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MEX,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MEX,Electricity,0.407639864,0.035037034,0.001950387,,,,,,,,
MEX,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MEX,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MEX,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MEX,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MEX,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MEX,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MLI,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MLI,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MLI,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MLI,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MLI,Electricity,0.696560167,0.020819527,0.001324384,,,,,,,,
MLI,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MLI,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MLI,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MLI,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MLI,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MLI,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MNG,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MNG,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MNG,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MNG,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MNG,Electricity,1.149746598,0.074082955,0.005984834,,,,,,,,
MNG,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MNG,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MNG,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MNG,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MNG,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MNG,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MOZ,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MOZ,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MOZ,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MOZ,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MOZ,Electricity,0.127089302,0.005232997,0.000243019,,,,,,,,
MOZ,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MOZ,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MOZ,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MOZ,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MOZ,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MOZ,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MRT,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MRT,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MRT,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MRT,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MRT,Electricity,0.573364940,0.020819527,0.001324384,,,,,,,,
MRT,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MRT,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MRT,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MRT,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MRT,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MRT,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MUS,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MUS,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MUS,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MUS,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MUS,Electricity,0.576396888,0.000000000,0.000000000,,,,,,,,
MUS,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MUS,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MUS,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MUS,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MUS,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MUS,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MWI,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MWI,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MWI,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MWI,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MWI,Electricity,0.271230208,0.020819527,0.001324384,,,,,,,,
MWI,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MWI,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MWI,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MWI,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MWI,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MWI,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
MYS,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
MYS,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
MYS,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
MYS,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
MYS,Electricity,0.461458146,0.000000000,0.000000000,,,,,,,,
MYS,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
MYS,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
MYS,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
MYS,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
MYS,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
MYS,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
NAM,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
NAM,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
NAM,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
NAM,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
NAM,Electricity,0.188808851,0.001020495,0.000071399,,,,,,,,
NAM,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
NAM,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
NAM,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
NAM,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
NAM,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
NAM,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
NER,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
NER,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
NER,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
NER,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
NER,Electricity,1.017697409,0.052646665,0.003890215,,,,,,,,
NER,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
NER,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
NER,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
NER,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
NER,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
NER,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
NGA,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
NGA,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
NGA,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
NGA,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
NGA,Electricity,0.415194689,0.031399746,0.001420533,,,,,,,,
NGA,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
NGA,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
NGA,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
NGA,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
NGA,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
NGA,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
NIC,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
NIC,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
NIC,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
NIC,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
NIC,Electricity,0.449445674,0.017383349,0.001079276,,,,,,,,
NIC,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
NIC,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
NIC,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
NIC,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
NIC,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
NIC,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
NPL,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
NPL,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
NPL,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
NPL,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
NPL,Electricity,0.000008762,0.000052987,0.000004551,,,,,,,,
NPL,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
NPL,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
NPL,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
NPL,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
NPL,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
NPL,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
PAK,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
PAK,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
PAK,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
PAK,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
PAK,Electricity,0.451656514,0.022948332,0.001260744,,,,,,,,
PAK,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
PAK,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
PAK,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
PAK,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
PAK,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
PAK,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
PAN,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
PAN,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
PAN,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
PAN,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
PAN,Electricity,0.263277100,0.000000000,0.000000000,,,,,,,,
PAN,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
PAN,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
PAN,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
PAN,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
PAN,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
PAN,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
PER,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
PER,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
PER,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
PER,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
PER,Electricity,0.279987890,0.018449396,0.000867334,,,,,,,,
PER,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
PER,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
PER,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
PER,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
PER,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
PER,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
PHL,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
PHL,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
PHL,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
PHL,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
PHL,Electricity,0.574385521,0.046141581,0.003381609,,,,,,,,
PHL,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
PHL,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
PHL,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
PHL,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
PHL,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
PHL,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
PNG,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
PNG,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
PNG,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
PNG,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
PNG,Electricity,0.315140710,0.036844403,0.002557639,,,,,,,,
PNG,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
PNG,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
PNG,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
PNG,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
PNG,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
PNG,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
PRY,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
PRY,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
PRY,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
PRY,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
PRY,Electricity,0.000015493,0.000053716,0.000004598,,,,,,,,
PRY,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
PRY,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
PRY,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
PRY,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
PRY,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
PRY,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
RWA,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
RWA,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
RWA,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
RWA,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
RWA,Electricity,0.464851827,0.025017610,0.001556595,,,,,,,,
RWA,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
RWA,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
RWA,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
RWA,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
RWA,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
RWA,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
SEN,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
SEN,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
SEN,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
SEN,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
SEN,Electricity,0.740681933,0.030701902,0.001879166,,,,,,,,
SEN,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
SEN,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
SEN,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
SEN,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
SEN,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
SEN,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
SLE,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
SLE,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
SLE,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
SLE,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
SLE,Electricity,0.274802895,0.020819527,0.001324384,,,,,,,,
SLE,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
SLE,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
SLE,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
SLE,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
SLE,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
SLE,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
SLV,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
SLV,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
SLV,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
SLV,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
SLV,Electricity,0.305987693,0.000000000,0.000000000,,,,,,,,
SLV,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
SLV,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
SLV,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
SLV,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
SLV,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
SLV,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
STP,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
STP,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
STP,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
STP,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
STP,Electricity,0.000000000,0.000000000,0.000000000,,,,,,,,
STP,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
STP,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
STP,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
STP,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
STP,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
STP,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
SWZ,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
SWZ,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
SWZ,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
SWZ,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
SWZ,Electricity,0.000000000,0.000000000,0.000000000,,,,,,,,
SWZ,Ethanol,0.000000000,0.491610600,0.346437000,,,,,,,,
SWZ,Gas,3.724875000,0.156897000,0.002457000,,,,,,,,
SWZ,Imp_biomass,1.520808000,0.276782400,0.000000000,,,,,,,,
SWZ,Imp_charcoal,5.846121255,2.591717346,0.106470000,,,,,,,,
SWZ,Kerosene,3.436973230,0.136712566,0.001655199,,,,,,,,
SWZ,Pellets,0.000000000,0.046204960,0.007098000,,,,,,,,
TCD,biogas,0.000000000,1.817949000,0.025935000,,,,,,,,
TCD,Biomass,1.520808000,0.250776000,0.000000000,,,,,,,,
TCD,Charcoal,5.846121255,2.348200280,0.106470000,,,,,,,,
TCD,Coal,2.023271360,0.247963654,0.000000000,,,,,,,,
TCD,Electricity,0.649056124,0.020819527,0.001324384,,,,,,,,
