iso3;country;region;area;fuel;year;fuel_tons1;fuel_tons2;fuel_tons3;;Includes corrections of previous error in charcoal demand;;;;;Residential fuel mass in Mton (GWh for elec);;;;;;;;;;;;;;;;Plots for presentation;;;;;;;;;
MWI;Malawi;ssa;Rural;ethanol;2048;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;ethanol;2049;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;ethanol;2050;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2010;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2011;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2012;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2013;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2014;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2015;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2016;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2017;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2018;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2019;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2020;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2021;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2022;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2023;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2024;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2025;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2026;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2027;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2028;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2029;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2030;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2031;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2032;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2033;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2034;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2035;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2036;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2037;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2038;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2039;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2040;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2041;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2042;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2043;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2044;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2045;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2046;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2047;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2048;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2049;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;biogas;2050;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2010;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2011;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2012;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2013;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2014;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2015;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2016;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2017;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2018;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2019;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2020;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2021;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2022;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2023;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2024;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2025;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2026;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2027;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2028;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2029;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2030;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2031;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2032;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2033;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2034;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2035;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2036;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2037;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2038;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2039;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2040;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2041;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2042;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2043;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2044;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2045;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2046;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2047;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2048;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2049;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MWI;Malawi;ssa;Rural;other;2050;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2010;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2011;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2012;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2013;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2014;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2015;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2016;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2017;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2018;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2019;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2020;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2021;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2022;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2023;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2024;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2025;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2026;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2027;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2028;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2029;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2030;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2031;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2032;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2033;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2034;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2035;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2036;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2037;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2038;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2039;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2040;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2041;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2042;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2043;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2044;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2045;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2046;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2047;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2048;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2049;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Kerosene;2050;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2010;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2011;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2012;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2013;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2014;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2015;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2016;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2017;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2018;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2019;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2020;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2021;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2022;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2023;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2024;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2025;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2026;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2027;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2028;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2029;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2030;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2031;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2032;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2033;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2034;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2035;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2036;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2037;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2038;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2039;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2040;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2041;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2042;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2043;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2044;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2045;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2046;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2047;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2048;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2049;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Rural;Kerosene;2050;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2010;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2011;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2012;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2013;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2014;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2015;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2016;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2017;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2018;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2019;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2020;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2021;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2022;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2023;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2024;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2025;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2026;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2027;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2028;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2029;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2030;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2031;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2032;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2033;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2034;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2035;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2036;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2037;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2038;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2039;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2040;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2041;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2042;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2043;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2044;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2045;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2046;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2047;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2048;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2049;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Overall;Kerosene;2050;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2010;23684.0663;23684.0663;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2011;25934.50579;25934.50579;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2012;28337.7192;28337.7192;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2013;30476.54246;30476.54246;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2014;32745.73526;32745.73526;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2015;36538.20278;36538.20278;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2016;38665.0944;38665.0944;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
MOZ;Mozambique;ssa;Urban;Gas;2017;41402.96506;41402.96506;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
