iso3,country,region,area,fuel,year,people,pc_fuel,fuel_tons3
ZMB,Lusaka,ssa,Urban,biogas,2022,5.273049106,0.144418605,761.5263941
ZMB,Lusaka,ssa,Urban,biogas,2023,5.826753283,0.144418605,841.4915787
ZMB,Lusaka,ssa,Urban,biogas,2024,5.720998305,0.144418605,826.2185924
ZMB,Lusaka,ssa,Urban,biogas,2025,5.606777888,0.144418605,809.7230392
ZMB,Lusaka,ssa,Urban,biogas,2026,5.570655432,0.144418605,804.5062845
ZMB,Lusaka,ssa,Urban,biogas,2027,5.518853921,0.144418605,797.0251825
ZMB,Lusaka,ssa,Urban,biogas,2028,5.451373355,0.144418605,787.2797334
ZMB,Lusaka,ssa,Urban,biogas,2029,5.368213734,0.144418605,775.2699369
ZMB,Lusaka,ssa,Urban,biogas,2030,5.269375058,0.144418605,760.9957933
ZMB,Lusaka,ssa,Urban,biogas,2031,5.16800618,0.144418605,746.3562414
ZMB,Lusaka,ssa,Urban,biogas,2032,5.049574158,0.144418605,729.2524539
ZMB,Lusaka,ssa,Urban,biogas,2033,4.91407899,0.144418605,709.6844309
ZMB,Lusaka,ssa,Urban,biogas,2034,4.761520678,0.144418605,687.6521724
ZMB,Lusaka,ssa,Urban,biogas,2035,4.591899221,0.144418605,663.1556783
ZMB,Lusaka,ssa,Urban,biogas,2036,4.424553311,0.144418605,638.9878154
ZMB,Lusaka,ssa,Urban,biogas,2037,4.237381586,0.144418605,611.956736
ZMB,Lusaka,ssa,Urban,biogas,2038,4.030384046,0.144418605,582.0624401
ZMB,Lusaka,ssa,Urban,biogas,2039,3.803560691,0.144418605,549.3049277
ZMB,Lusaka,ssa,Urban,biogas,2040,3.556911521,0.144418605,513.6841987
ZMB,Lusaka,ssa,Urban,biogas,2041,3.304881403,0.144418605,477.2863607
ZMB,Lusaka,ssa,Urban,biogas,2042,3.029815499,0.144418605,437.5617267
ZMB,Lusaka,ssa,Urban,biogas,2043,2.73171381,0.144418605,394.5102967
ZMB,Lusaka,ssa,Urban,biogas,2044,2.410576336,0.144418605,348.1320708
ZMB,Lusaka,ssa,Urban,biogas,2045,2.066403076,0.144418605,298.4270489
ZMB,Lusaka,ssa,Urban,biogas,2046,1.706653416,0.144418605,246.4725049
ZMB,Lusaka,ssa,Urban,biogas,2047,1.320138278,0.144418605,190.652528
ZMB,Lusaka,ssa,Urban,biogas,2048,0.906857663,0.144418605,130.9671183
ZMB,Lusaka,ssa,Urban,biogas,2049,0.46681157,0.144418605,67.41627558
ZMB,Lusaka,ssa,Urban,biogas,2050,0,0.144418605,0
ZMB,Lusaka,ssa,Urban,other,2010,0,0,0
ZMB,Lusaka,ssa,Urban,other,2011,0,0,0
ZMB,Lusaka,ssa,Urban,other,2012,0,0,0
ZMB,Lusaka,ssa,Urban,other,2013,0,0,0
ZMB,Lusaka,ssa,Urban,other,2014,0,0,0
ZMB,Lusaka,ssa,Urban,other,2015,0,0,0
ZMB,Lusaka,ssa,Urban,other,2016,0,0,0
ZMB,Lusaka,ssa,Urban,other,2017,0,0,0
ZMB,Lusaka,ssa,Urban,other,2018,0,0,0
ZMB,Lusaka,ssa,Urban,other,2019,0,0,0
ZMB,Lusaka,ssa,Urban,other,2020,0,0,0
ZMB,Lusaka,ssa,Urban,other,2021,0,0,0
ZMB,Lusaka,ssa,Urban,other,2022,0,0,0
ZMB,Lusaka,ssa,Urban,other,2023,0,0,0
ZMB,Lusaka,ssa,Urban,other,2024,0,0,0
ZMB,Lusaka,ssa,Urban,other,2025,0,0,0
ZMB,Lusaka,ssa,Urban,other,2026,0,0,0
ZMB,Lusaka,ssa,Urban,other,2027,0,0,0
ZMB,Lusaka,ssa,Urban,other,2028,0,0,0
ZMB,Lusaka,ssa,Urban,other,2029,0,0,0
ZMB,Lusaka,ssa,Urban,other,2030,0,0,0
ZMB,Lusaka,ssa,Urban,other,2031,0,0,0
ZMB,Lusaka,ssa,Urban,other,2032,0,0,0
ZMB,Lusaka,ssa,Urban,other,2033,0,0,0
ZMB,Lusaka,ssa,Urban,other,2034,0,0,0
ZMB,Lusaka,ssa,Urban,other,2035,0,0,0
ZMB,Lusaka,ssa,Urban,other,2036,0,0,0
ZMB,Lusaka,ssa,Urban,other,2037,0,0,0
ZMB,Lusaka,ssa,Urban,other,2038,0,0,0
ZMB,Lusaka,ssa,Urban,other,2039,0,0,0
ZMB,Lusaka,ssa,Urban,other,2040,0,0,0
ZMB,Lusaka,ssa,Urban,other,2041,0,0,0
ZMB,Lusaka,ssa,Urban,other,2042,0,0,0
ZMB,Lusaka,ssa,Urban,other,2043,0,0,0
ZMB,Lusaka,ssa,Urban,other,2044,0,0,0
ZMB,Lusaka,ssa,Urban,other,2045,0,0,0
ZMB,Lusaka,ssa,Urban,other,2046,0,0,0
ZMB,Lusaka,ssa,Urban,other,2047,0,0,0
ZMB,Lusaka,ssa,Urban,other,2048,0,0,0
ZMB,Lusaka,ssa,Urban,other,2049,0,0,0
ZMB,Lusaka,ssa,Urban,other,2050,0,0,0
ZMB,Lusaka,ssa,Rural,fuelwood,2010,4.018945449,0.44,1768.335998
ZMB,Lusaka,ssa,Rural,fuelwood,2011,4.260880541,0.44,1874.787438
ZMB,Lusaka,ssa,Rural,fuelwood,2012,4.505547935,0.44,1982.441091
ZMB,Lusaka,ssa,Rural,fuelwood,2013,4.752947632,0.44,2091.296958
ZMB,Lusaka,ssa,Rural,fuelwood,2014,5.003079632,0.44,2201.355038
ZMB,Lusaka,ssa,Rural,fuelwood,2015,5.255943934,0.44,2312.615331
ZMB,Lusaka,ssa,Rural,fuelwood,2016,5.611598846,0.44,2469.103492
ZMB,Lusaka,ssa,Rural,fuelwood,2017,5.971210743,0.44,2627.332727
ZMB,Lusaka,ssa,Rural,fuelwood,2018,6.334779625,0.44,2787.303035
ZMB,Lusaka,ssa,Rural,fuelwood,2019,6.702305493,0.44,2949.014417
ZMB,Lusaka,ssa,Rural,fuelwood,2020,7.073788346,0.44,3112.466872
ZMB,Lusaka,ssa,Rural,fuelwood,2021,7.264341346,0.44,3196.310192
ZMB,Lusaka,ssa,Rural,fuelwood,2022,7.456655562,0.44,3280.928447
ZMB,Lusaka,ssa,Rural,fuelwood,2023,7.650730995,0.44,3366.321638
ZMB,Lusaka,ssa,Rural,fuelwood,2024,7.810808989,0.44,3436.755955
ZMB,Lusaka,ssa,Rural,fuelwood,2025,7.971272474,0.44,3507.359888
ZMB,Lusaka,ssa,Rural,fuelwood,2026,8.260482545,0.44,3634.61232
ZMB,Lusaka,ssa,Rural,fuelwood,2027,8.550406592,0.44,3762.1789
ZMB,Lusaka,ssa,Rural,fuelwood,2028,8.841044614,0.44,3890.05963
ZMB,Lusaka,ssa,Rural,fuelwood,2029,9.132396612,0.44,4018.254509
ZMB,Lusaka,ssa,Rural,fuelwood,2030,9.424462586,0.44,4146.763538
ZMB,Lusaka,ssa,Rural,fuelwood,2031,9.742028981,0.44,4286.492752
ZMB,Lusaka,ssa,Rural,fuelwood,2032,10.06037238,0.44,4426.563847
ZMB,Lusaka,ssa,Rural,fuelwood,2033,10.37949278,0.44,4566.976823
ZMB,Lusaka,ssa,Rural,fuelwood,2034,10.69939018,0.44,4707.731681
ZMB,Lusaka,ssa,Rural,fuelwood,2035,11.02006459,0.44,4848.828419
ZMB,Lusaka,ssa,Rural,fuelwood,2036,11.39130474,0.44,5012.174084
ZMB,Lusaka,ssa,Rural,fuelwood,2037,11.76344769,0.44,5175.916983
ZMB,Lusaka,ssa,Rural,fuelwood,2038,12.13649345,0.44,5340.057117
ZMB,Lusaka,ssa,Rural,fuelwood,2039,12.51044201,0.44,5504.594486
ZMB,Lusaka,ssa,Rural,fuelwood,2040,12.88529339,0.44,5669.52909
ZMB,Lusaka,ssa,Rural,fuelwood,2041,13.31926296,0.44,5860.475701
ZMB,Lusaka,ssa,Rural,fuelwood,2042,13.75428151,0.44,6051.883863
ZMB,Lusaka,ssa,Rural,fuelwood,2043,14.19034904,0.44,6243.753576
ZMB,Lusaka,ssa,Rural,fuelwood,2044,14.62746554,0.44,6436.084839
ZMB,Lusaka,ssa,Rural,fuelwood,2045,15.06563103,0.44,6628.877652
ZMB,Lusaka,ssa,Rural,fuelwood,2046,15.57291106,0.44,6852.080864
ZMB,Lusaka,ssa,Rural,fuelwood,2047,16.0814099,0.44,7075.820356
ZMB,Lusaka,ssa,Rural,fuelwood,2048,16.59112756,0.44,7300.096127
ZMB,Lusaka,ssa,Rural,fuelwood,2049,17.10206404,0.44,7524.908178
ZMB,Lusaka,ssa,Rural,fuelwood,2050,17.61421934,0.44,7750.256508
ZMB,Lusaka,ssa,Rural,charcoal,2010,1.378951642,1.44,1985.690365
ZMB,Lusaka,ssa,Rural,charcoal,2011,1.498685764,1.44,2158.1075
ZMB,Lusaka,ssa,Rural,charcoal,2012,1.623087568,1.44,2337.246099
ZMB,Lusaka,ssa,Rural,charcoal,2013,1.752157057,1.44,2523.106162
ZMB,Lusaka,ssa,Rural,charcoal,2014,1.885894229,1.44,2715.68769
ZMB,Lusaka,ssa,Rural,charcoal,2015,2.024299085,1.44,2914.990683
ZMB,Lusaka,ssa,Rural,charcoal,2016,2.206718797,1.44,3177.675068
ZMB,Lusaka,ssa,Rural,charcoal,2017,2.395898359,1.44,3450.093637
ZMB,Lusaka,ssa,Rural,charcoal,2018,2.591837771,1.44,3732.246391
ZMB,Lusaka,ssa,Rural,charcoal,2019,2.794537033,1.44,4024.133328
ZMB,Lusaka,ssa,Rural,charcoal,2020,3.003996146,1.44,4325.75445
ZMB,Lusaka,ssa,Rural,charcoal,2021,3.140290668,1.44,4522.018561
ZMB,Lusaka,ssa,Rural,charcoal,2022,3.279593935,1.44,4722.615266
ZMB,Lusaka,ssa,Rural,charcoal,2023,3.421905946,1.44,4927.544563
ZMB,Lusaka,ssa,Rural,charcoal,2024,3.460363093,1.44,4982.922853
ZMB,Lusaka,ssa,Rural,charcoal,2025,3.497717668,1.44,5036.713442
ZMB,Lusaka,ssa,Rural,charcoal,2026,3.589751454,1.428,5126.165077
ZMB,Lusaka,ssa,Rural,charcoal,2027,3.679743141,1.416,5210.516288
ZMB,Lusaka,ssa,Rural,charcoal,2028,3.767692728,1.404,5289.84059
ZMB,Lusaka,ssa,Rural,charcoal,2029,3.853600215,1.392,5364.2115
ZMB,Lusaka,ssa,Rural,charcoal,2030,3.937465603,1.38,5433.702532
ZMB,Lusaka,ssa,Rural,charcoal,2031,4.02954117,1.368,5512.412321
ZMB,Lusaka,ssa,Rural,charcoal,2032,4.119394369,1.356,5585.898765
ZMB,Lusaka,ssa,Rural,charcoal,2033,4.207025199,1.344,5654.241868
ZMB,Lusaka,ssa,Rural,charcoal,2034,4.29243366,1.332,5717.521636
ZMB,Lusaka,ssa,Rural,charcoal,2035,4.375619753,1.32,5775.818074
ZMB,Lusaka,ssa,Rural,charcoal,2036,4.476147675,1.308,5854.801158
ZMB,Lusaka,ssa,Rural,charcoal,2037,4.574093407,1.296,5928.025055
ZMB,Lusaka,ssa,Rural,charcoal,2038,4.66945695,1.284,5995.582724
ZMB,Lusaka,ssa,Rural,charcoal,2039,4.762238303,1.272,6057.567122
ZMB,Lusaka,ssa,Rural,charcoal,2040,4.852437467,1.26,6114.071209
ZMB,Lusaka,ssa,Rural,charcoal,2041,4.961741056,1.26,6251.79373
ZMB,Lusaka,ssa,Rural,charcoal,2042,5.068044376,1.26,6385.735913
ZMB,Lusaka,ssa,Rural,charcoal,2043,5.171347428,1.26,6515.897759
ZMB,Lusaka,ssa,Rural,charcoal,2044,5.271650211,1.26,6642.279266
ZMB,Lusaka,ssa,Rural,charcoal,2045,5.368952727,1.26,6764.880436
ZMB,Lusaka,ssa,Rural,charcoal,2046,5.487238415,1.26,6913.920402
ZMB,Lusaka,ssa,Rural,charcoal,2047,5.602038065,1.26,7058.567962
ZMB,Lusaka,ssa,Rural,charcoal,2048,5.713351677,1.26,7198.823114
ZMB,Lusaka,ssa,Rural,charcoal,2049,5.821179253,1.26,7334.685858
ZMB,Lusaka,ssa,Rural,charcoal,2050,5.92552079,1.26,7466.156196
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2010,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2011,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2012,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2013,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2014,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2015,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2016,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2017,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2018,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2019,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2020,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2021,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2022,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2023,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2024,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2025,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2026,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2027,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2028,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2029,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2030,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2031,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2032,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2033,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2034,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2035,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2036,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2037,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2038,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2039,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2040,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2041,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2042,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2043,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2044,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2045,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2046,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2047,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2048,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2049,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_fuelwood,2050,0,0.24,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2010,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2011,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2012,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2013,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2014,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2015,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2016,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2017,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2018,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2019,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2020,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2021,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2022,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2023,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2024,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2025,0,0.6,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2026,0,0.595,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2027,0,0.59,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2028,0,0.585,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2029,0,0.58,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2030,0,0.575,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2031,0,0.57,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2032,0,0.565,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2033,0,0.56,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2034,0,0.555,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2035,0,0.55,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2036,0,0.545,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2037,0,0.54,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2038,0,0.535,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2039,0,0.53,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2040,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2041,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2042,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2043,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2044,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2045,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2046,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2047,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2048,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2049,0,0.525,0
ZMB,Lusaka,ssa,Rural,Imp_charcoal,2050,0,0.525,0
ZMB,Lusaka,ssa,Rural,gas,2010,0,0.040909091,0
ZMB,Lusaka,ssa,Rural,gas,2011,1.15E-05,0.040909091,0.000470172
ZMB,Lusaka,ssa,Rural,gas,2012,2.42E-05,0.040909091,0.000988103
ZMB,Lusaka,ssa,Rural,gas,2013,3.80E-05,0.040909091,0.001553792
ZMB,Lusaka,ssa,Rural,gas,2014,5.30E-05,0.040909091,0.002167239
ZMB,Lusaka,ssa,Rural,gas,2015,6.91E-05,0.040909091,0.002828445
ZMB,Lusaka,ssa,Rural,gas,2016,8.80E-05,0.040909091,0.003601628
ZMB,Lusaka,ssa,Rural,gas,2017,0.000108631,0.040909091,0.004443976
ZMB,Lusaka,ssa,Rural,gas,2018,0.000130912,0.040909091,0.005355489
ZMB,Lusaka,ssa,Rural,gas,2019,0.000154884,0.040909091,0.006336166
ZMB,Lusaka,ssa,Rural,gas,2020,0.000180547,0.040909091,0.007386009
ZMB,Lusaka,ssa,Rural,gas,2021,0.00020274,0.040909091,0.008293925
ZMB,Lusaka,ssa,Rural,gas,2022,0.000225686,0.040909091,0.009232625
ZMB,Lusaka,ssa,Rural,gas,2023,0.000249385,0.040909091,0.010202111
ZMB,Lusaka,ssa,Rural,gas,2024,0.000244859,0.040909091,0.010016943
ZMB,Lusaka,ssa,Rural,gas,2025,0.00023997,0.040909091,0.009816954
ZMB,Lusaka,ssa,Rural,gas,2026,0.000238424,0.040909091,0.009753707
ZMB,Lusaka,ssa,Rural,gas,2027,0.000236207,0.040909091,0.009663007
ZMB,Lusaka,ssa,Rural,gas,2028,0.000233319,0.040909091,0.009544855
ZMB,Lusaka,ssa,Rural,gas,2029,0.000229759,0.040909091,0.00939925
ZMB,Lusaka,ssa,Rural,gas,2030,0.000225529,0.040909091,0.009226192
ZMB,Lusaka,ssa,Rural,gas,2031,0.000221191,0.040909091,0.009048705
ZMB,Lusaka,ssa,Rural,gas,2032,0.000216122,0.040909091,0.008841341
ZMB,Lusaka,ssa,Rural,gas,2033,0.000210322,0.040909091,0.008604102
ZMB,Lusaka,ssa,Rural,gas,2034,0.000203793,0.040909091,0.008336986
ZMB,Lusaka,ssa,Rural,gas,2035,0.000196533,0.040909091,0.008039994
ZMB,Lusaka,ssa,Rural,gas,2036,0.000189371,0.040909091,0.007746987
ZMB,Lusaka,ssa,Rural,gas,2037,0.00018136,0.040909091,0.007419267
ZMB,Lusaka,ssa,Rural,gas,2038,0.0001725,0.040909091,0.007056833
ZMB,Lusaka,ssa,Rural,gas,2039,0.000162792,0.040909091,0.006659686
ZMB,Lusaka,ssa,Rural,gas,2040,0.000152236,0.040909091,0.006227826
ZMB,Lusaka,ssa,Rural,gas,2041,0.000141449,0.040909091,0.005786544
ZMB,Lusaka,ssa,Rural,gas,2042,0.000129676,0.040909091,0.005304929
ZMB,Lusaka,ssa,Rural,gas,2043,0.000116917,0.040909091,0.00478298
ZMB,Lusaka,ssa,Rural,gas,2044,0.000103173,0.040909091,0.004220698
ZMB,Lusaka,ssa,Rural,gas,2045,8.8442E-05,0.040909091,0.003618082
ZMB,Lusaka,ssa,Rural,gas,2046,7.30447E-05,0.040909091,0.002988194
ZMB,Lusaka,ssa,Rural,gas,2047,5.65019E-05,0.040909091,0.002311441
ZMB,Lusaka,ssa,Rural,gas,2048,3.88135E-05,0.040909091,0.001587825
ZMB,Lusaka,ssa,Rural,gas,2049,1.99795E-05,0.040909091,0.000817344
ZMB,Lusaka,ssa,Rural,gas,2050,0,0.040909091,0
ZMB,Lusaka,ssa,Rural,kerosene,2010,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2011,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2012,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2013,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2014,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2015,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2016,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2017,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2018,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2019,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2020,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2021,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2022,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2023,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2024,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2025,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2026,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2027,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2028,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2029,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2030,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2031,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2032,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2033,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2034,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2035,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2036,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2037,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2038,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2039,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2040,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2041,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2042,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2043,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2044,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2045,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2046,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2047,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2048,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2049,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,kerosene,2050,0,0.053438892,0
ZMB,Lusaka,ssa,Rural,electric,2010,1.489594071,0.428571429,638.3974589
ZMB,Lusaka,ssa,Rural,electric,2011,1.489719424,0.428571429,638.4511816
ZMB,Lusaka,ssa,Rural,electric,2012,1.481761715,0.428571429,635.0407349
ZMB,Lusaka,ssa,Rural,electric,2013,1.465720944,0.428571429,628.1661188
ZMB,Lusaka,ssa,Rural,electric,2014,1.441597111,0.428571429,617.8273332
ZMB,Lusaka,ssa,Rural,electric,2015,1.409390216,0.428571429,604.0243782
ZMB,Lusaka,ssa,Rural,electric,2016,1.393955352,0.428571429,597.4094366
ZMB,Lusaka,ssa,Rural,electric,2017,1.366814406,0.428571429,585.7776027
ZMB,Lusaka,ssa,Rural,electric,2018,1.327967379,0.428571429,569.1288767
ZMB,Lusaka,ssa,Rural,electric,2019,1.27741427,0.428571429,547.4632584
ZMB,Lusaka,ssa,Rural,electric,2020,1.215155079,0.428571429,520.780748
ZMB,Lusaka,ssa,Rural,electric,2021,1.112865935,0.428571429,476.9425436
ZMB,Lusaka,ssa,Rural,electric,2022,1.005366526,0.428571429,430.8713684
ZMB,Lusaka,ssa,Rural,electric,2023,0.892656852,0.428571429,382.5672222
ZMB,Lusaka,ssa,Rural,electric,2024,0.878292014,0.428571429,376.410863
ZMB,Lusaka,ssa,Rural,electric,2025,0.862700939,0.428571429,369.7289737
ZMB,Lusaka,ssa,Rural,electric,2026,0.859235439,0.428571429,368.2437594
ZMB,Lusaka,ssa,Rural,electric,2027,0.853498794,0.428571429,365.7851976
ZMB,Lusaka,ssa,Rural,electric,2028,0.845491006,0.428571429,362.3532884
ZMB,Lusaka,ssa,Rural,electric,2029,0.835212074,0.428571429,357.9480317
ZMB,Lusaka,ssa,Rural,electric,2030,0.822661998,0.428571429,352.5694276
ZMB,Lusaka,ssa,Rural,electric,2031,0.809901393,0.428571429,347.100597
ZMB,Lusaka,ssa,Rural,electric,2032,0.794669156,0.428571429,340.5724955
ZMB,Lusaka,ssa,Rural,electric,2033,0.776965287,0.428571429,332.9851229
ZMB,Lusaka,ssa,Rural,electric,2034,0.756789785,0.428571429,324.3384793
ZMB,Lusaka,ssa,Rural,electric,2035,0.734142651,0.428571429,314.6325648
ZMB,Lusaka,ssa,Rural,electric,2036,0.712136467,0.428571429,305.2013431
ZMB,Lusaka,ssa,Rural,electric,2037,0.687258473,0.428571429,294.5393454
ZMB,Lusaka,ssa,Rural,electric,2038,0.659508667,0.428571429,282.6465716
ZMB,Lusaka,ssa,Rural,electric,2039,0.62888705,0.428571429,269.5230216
ZMB,Lusaka,ssa,Rural,electric,2040,0.595393623,0.428571429,255.1686955
ZMB,Lusaka,ssa,Rural,electric,2041,0.561482494,0.428571429,240.6353544
