run_id,n_layers,global_sum_Mg,out_tif
1,21,399943771.7632773,C:/Users/UNAM/Documents/mofuss/mc1_emissions_v8/uncapped/harvest/harvesttot_bau/bau_run001_harvest_sum.tif
