Key*,LULC,rmax,rmaxSD,K,KSD,TOF
369,ASIA_Tropical rainforest_Grasslands,0.07,0.08,194,34,0
370,ASIA_Tropical rainforest_Permanent Wetlands,0.05,0.06,253,42,0
371,ASIA_Tropical rainforest_Croplands,0.19,0.22,71,21,0
372,ASIA_Tropical rainforest_Urban and Built-up Lands,0,0,30,33,1
373,ASIA_Tropical rainforest_Cropland/Natural Vegetation Mosaics,0.11,0.12,127,28,0
374,ASIA_Tropical rainforest_Permanent Snow and Ice,0,0,377,1,1
375,ASIA_Tropical rainforest_Barren,0,0,7,13,1
376,ASIA_Tropical rainforest_Water Bodies,0,0,59,57,1
377,ASIA_Tropical moist forest_Evergreen Needleleaf Forests,0.04,0.01,238,17,0
378,ASIA_Tropical moist forest_Evergreen Broadleaf Forests,0.05,0.02,211,21,0
379,ASIA_Tropical moist forest_Deciduous Broadleaf Forests,0.06,0.02,159,14,0
380,ASIA_Tropical moist forest_Mixed Forests,0.05,0.02,197,20,0
381,ASIA_Tropical moist forest_Closed Shrublands,0.18,0.06,52,26,0
382,ASIA_Tropical moist forest_Open Shrublands,0.11,0.04,86,4,0
383,ASIA_Tropical moist forest_Woody Savannas,0.06,0.02,160,23,0
384,ASIA_Tropical moist forest_Savannas,0.08,0.03,127,21,0
385,ASIA_Tropical moist forest_Grasslands,0.09,0.03,112,23,0
386,ASIA_Tropical moist forest_Permanent Wetlands,0.06,0.02,150,32,0
387,ASIA_Tropical moist forest_Croplands,0.17,0.06,56,20,0
388,ASIA_Tropical moist forest_Urban and Built-up Lands,0,0,10,13,1
389,ASIA_Tropical moist forest_Cropland/Natural Vegetation Mosaics,0.1,0.04,92,19,0
390,ASIA_Tropical moist forest_Barren,0,0,5,8,1
391,ASIA_Tropical moist forest_Water Bodies,0,0,19,28,1
392,ASIA_Tropical dry forest_Evergreen Needleleaf Forests,0,0,94,1,1
393,ASIA_Tropical dry forest_Evergreen Broadleaf Forests,0.08,0.07,193,6,0
394,ASIA_Tropical dry forest_Deciduous Broadleaf Forests,0.13,0.11,124,13,0
395,ASIA_Tropical dry forest_Mixed Forests,0.12,0.11,132,12,0
396,ASIA_Tropical dry forest_Closed Shrublands,0,0,90,40,1
397,ASIA_Tropical dry forest_Open Shrublands,0.49,0.44,32,23,0
398,ASIA_Tropical dry forest_Woody Savannas,0.11,0.1,139,17,0
399,ASIA_Tropical dry forest_Savannas,0.14,0.12,113,17,0
400,ASIA_Tropical dry forest_Grasslands,0.19,0.17,84,18,0
401,ASIA_Tropical dry forest_Permanent Wetlands,0.15,0.13,107,20,0
402,ASIA_Tropical dry forest_Croplands,0.43,0.39,36,17,0
403,ASIA_Tropical dry forest_Urban and Built-up Lands,0,0,7,9,1
404,ASIA_Tropical dry forest_Cropland/Natural Vegetation Mosaics,0.18,0.16,86,16,0
405,ASIA_Tropical dry forest_Barren,0,0,4,7,1
406,ASIA_Tropical dry forest_Water Bodies,0,0,11,18,1
407,ASIA_Tropical shrubland_Evergreen Broadleaf Forests,0.07,0.07,190,13,0
408,ASIA_Tropical shrubland_Deciduous Broadleaf Forests,0.12,0.11,116,16,0
409,ASIA_Tropical shrubland_Mixed Forests,0.13,0.12,108,15,0
410,ASIA_Tropical shrubland_Closed Shrublands,0,0,32,25,1
411,ASIA_Tropical shrubland_Open Shrublands,7,6.3,2,2,0
412,ASIA_Tropical shrubland_Woody Savannas,0.08,0.08,166,15,0
413,ASIA_Tropical shrubland_Savannas,0.13,0.12,109,16,0
414,ASIA_Tropical shrubland_Grasslands,0.35,0.32,40,23,0
415,ASIA_Tropical shrubland_Permanent Wetlands,0.15,0.14,91,24,0
416,ASIA_Tropical shrubland_Croplands,1.17,1.05,12,9,0
417,ASIA_Tropical shrubland_Urban and Built-up Lands,0,0,3,3,1
418,ASIA_Tropical shrubland_Cropland/Natural Vegetation Mosaics,0.2,0.18,69,13,0
419,ASIA_Tropical shrubland_Barren,0,0,2,1,1
420,ASIA_Tropical shrubland_Water Bodies,0,0,12,22,1
421,ASIA_Tropical desert_Open Shrublands,0,0,2,1,1
422,ASIA_Tropical desert_Savannas,0,0,4,1,1
423,ASIA_Tropical desert_Grasslands,0,0,3,2,1
424,ASIA_Tropical desert_Permanent Wetlands,0,0,1,1,1
425,ASIA_Tropical desert_Croplands,0,0,4,1,1
426,ASIA_Tropical desert_Urban and Built-up Lands,0,0,3,2,1
427,ASIA_Tropical desert_Cropland/Natural Vegetation Mosaics,0,0,2,1,1
428,ASIA_Tropical desert_Barren,0,0,1,1,1
429,ASIA_Tropical desert_Water Bodies,0,0,2,1,1
430,ASIA_Tropical mountain system_Evergreen Needleleaf Forests,0.05,0.05,230,17,0
431,ASIA_Tropical mountain system_Evergreen Broadleaf Forests,0.04,0.04,283,24,0
432,ASIA_Tropical mountain system_Deciduous Broadleaf Forests,0.07,0.08,156,12,0
433,ASIA_Tropical mountain system_Mixed Forests,0.06,0.06,205,18,0
434,ASIA_Tropical mountain system_Closed Shrublands,0.06,0.06,202,31,0
435,ASIA_Tropical mountain system_Open Shrublands,0,0,3,1,1
436,ASIA_Tropical mountain system_Woody Savannas,0.07,0.07,174,24,0
437,ASIA_Tropical mountain system_Savannas,0.08,0.09,140,22,0
438,ASIA_Tropical mountain system_Grasslands,0.07,0.08,157,32,0
439,ASIA_Tropical mountain system_Permanent Wetlands,0.06,0.07,179,40,0
440,ASIA_Tropical mountain system_Croplands,0.12,0.13,97,18,0
441,ASIA_Tropical mountain system_Urban and Built-up Lands,0,0,28,32,1
442,ASIA_Tropical mountain system_Cropland/Natural Vegetation Mosaics,0.09,0.1,126,22,0
443,ASIA_Tropical mountain system_Permanent Snow and Ice,0,0,15,15,1
444,ASIA_Tropical mountain system_Barren,0,0,31,31,1
445,ASIA_Tropical mountain system_Water Bodies,0,0,28,33,1
446,ASIA_Subtropical humid forest_Evergreen Needleleaf Forests,0.09,0.03,114,20,0
447,ASIA_Subtropical humid forest_Evergreen Broadleaf Forests,0.11,0.04,94,9,0
448,ASIA_Subtropical humid forest_Deciduous Needleleaf Forests,0,0,50,20,1
449,ASIA_Subtropical humid forest_Deciduous Broadleaf Forests,0.05,0.02,184,22,0
450,ASIA_Subtropical humid forest_Mixed Forests,0.08,0.03,124,22,0
451,ASIA_Subtropical humid forest_Closed Shrublands,0.13,0.05,79,0,0
452,ASIA_Subtropical humid forest_Open Shrublands,0.24,0.09,41,15,0
453,ASIA_Subtropical humid forest_Woody Savannas,0.11,0.04,90,14,0
454,ASIA_Subtropical humid forest_Savannas,0.14,0.05,71,10,0
455,ASIA_Subtropical humid forest_Grasslands,0.14,0.05,72,18,0
456,ASIA_Subtropical humid forest_Permanent Wetlands,0.15,0.05,67,13,0
457,ASIA_Subtropical humid forest_Croplands,0.32,0.12,31,11,0
458,ASIA_Subtropical humid forest_Urban and Built-up Lands,0,0,8,10,1
459,ASIA_Subtropical humid forest_Cropland/Natural Vegetation Mosaics,0.2,0.07,51,9,0
460,ASIA_Subtropical humid forest_Barren,0,0,7,8,1
461,ASIA_Subtropical humid forest_Water Bodies,0,0,8,13,1
462,ASIA_Subtropical dry forest_Evergreen Needleleaf Forests,0.18,0.16,147,9,0
463,ASIA_Subtropical dry forest_Evergreen Broadleaf Forests,0.19,0.17,134,3,0
464,ASIA_Subtropical dry forest_Deciduous Broadleaf Forests,0.16,0.14,167,5,0
465,ASIA_Subtropical dry forest_Mixed Forests,0.17,0.15,154,5,0
466,ASIA_Subtropical dry forest_Closed Shrublands,0,0,29,22,1
467,ASIA_Subtropical dry forest_Open Shrublands,2,1.8,13,10,0
468,ASIA_Subtropical dry forest_Woody Savannas,0.22,0.2,116,12,0
469,ASIA_Subtropical dry forest_Savannas,0.26,0.24,99,13,0
470,ASIA_Subtropical dry forest_Grasslands,0.26,0.23,101,12,0
471,ASIA_Subtropical dry forest_Permanent Wetlands,0.21,0.19,126,8,0
472,ASIA_Subtropical dry forest_Croplands,0.54,0.49,48,17,0
473,ASIA_Subtropical dry forest_Urban and Built-up Lands,0,0,7,13,1
474,ASIA_Subtropical dry forest_Cropland/Natural Vegetation Mosaics,0.29,0.26,90,10,0
475,ASIA_Subtropical dry forest_Barren,0,0,2,5,1
476,ASIA_Subtropical dry forest_Water Bodies,0,0,17,23,1
477,ASIA_Subtropical steppe_Evergreen Needleleaf Forests,0.09,0.08,161,11,0
478,ASIA_Subtropical steppe_Evergreen Broadleaf Forests,0,0,98,14,1
479,ASIA_Subtropical steppe_Deciduous Broadleaf Forests,0,0,74,22,1
480,ASIA_Subtropical steppe_Mixed Forests,0.09,0.08,156,10,0
481,ASIA_Subtropical steppe_Closed Shrublands,0,0,11,20,1
482,ASIA_Subtropical steppe_Open Shrublands,0,0,1,1,1
483,ASIA_Subtropical steppe_Woody Savannas,0.1,0.09,134,13,0
484,ASIA_Subtropical steppe_Savannas,0.15,0.13,96,20,0
485,ASIA_Subtropical steppe_Grasslands,0.41,0.37,34,23,0
486,ASIA_Subtropical steppe_Permanent Wetlands,0.25,0.23,55,23,0
487,ASIA_Subtropical steppe_Croplands,1.08,0.97,13,13,0
488,ASIA_Subtropical steppe_Urban and Built-up Lands,0,0,2,2,1
489,ASIA_Subtropical steppe_Cropland/Natural Vegetation Mosaics,0.17,0.15,83,13,0
490,ASIA_Subtropical steppe_Permanent Snow and Ice,0,0,1,1,1
491,ASIA_Subtropical steppe_Barren,0,0,1,0,1
492,ASIA_Subtropical steppe_Water Bodies,0,0,2,2,1
493,ASIA_Subtropical desert_Open Shrublands,0,0,1,1,1
494,ASIA_Subtropical desert_Savannas,0,0,3,3,1
495,ASIA_Subtropical desert_Grasslands,0,0,3,3,1
496,ASIA_Subtropical desert_Permanent Wetlands,0,0,27,17,1
497,ASIA_Subtropical desert_Croplands,0,0,3,5,1
498,ASIA_Subtropical desert_Urban and Built-up Lands,0,0,2,2,1
499,ASIA_Subtropical desert_Cropland/Natural Vegetation Mosaics,0,0,3,4,1
500,ASIA_Subtropical desert_Barren,0,0,1,0,1
501,ASIA_Subtropical desert_Water Bodies,0,0,7,13,1
502,ASIA_Subtropical mountain system_Evergreen Needleleaf Forests,0.06,0.01,179,17,0
503,ASIA_Subtropical mountain system_Evergreen Broadleaf Forests,0.06,0.01,171,15,0
504,ASIA_Subtropical mountain system_Deciduous Needleleaf Forests,0,0,1,1,1
505,ASIA_Subtropical mountain system_Deciduous Broadleaf Forests,0.06,0.01,180,22,0
506,ASIA_Subtropical mountain system_Mixed Forests,0.06,0.01,180,19,0
507,ASIA_Subtropical mountain system_Closed Shrublands,0.07,0.01,143,16,0
508,ASIA_Subtropical mountain system_Open Shrublands,2,0.24,5,2,0
509,ASIA_Subtropical mountain system_Woody Savannas,0.07,0.01,146,20,0
510,ASIA_Subtropical mountain system_Savannas,0.09,0.01,117,18,0
511,ASIA_Subtropical mountain system_Grasslands,0.15,0.02,68,23,0
512,ASIA_Subtropical mountain system_Permanent Wetlands,0.07,0.01,150,16,0
513,ASIA_Subtropical mountain system_Croplands,0.19,0.02,53,19,0
514,ASIA_Subtropical mountain system_Urban and Built-up Lands,0,0,7,14,1
515,ASIA_Subtropical mountain system_Cropland/Natural Vegetation Mosaics,0.13,0.02,79,14,0
516,ASIA_Subtropical mountain system_Permanent Snow and Ice,0,0,9,15,1
517,ASIA_Subtropical mountain system_Barren,0,0,2,4,1
518,ASIA_Subtropical mountain system_Water Bodies,0,0,10,16,1
519,ASIA_Temperate continental forest_Evergreen Needleleaf Forests,0.05,0,156,15,0
520,ASIA_Temperate continental forest_Evergreen Broadleaf Forests,0.06,0,140,5,0
521,ASIA_Temperate continental forest_Deciduous Needleleaf Forests,0.07,0,106,3,0
522,ASIA_Temperate continental forest_Deciduous Broadleaf Forests,0.06,0,130,24,0
523,ASIA_Temperate continental forest_Mixed Forests,0.06,0,137,17,0
524,ASIA_Temperate continental forest_Closed Shrublands,0,0,81,87,1
525,ASIA_Temperate continental forest_Open Shrublands,1.31,0.03,6,0,0
526,ASIA_Temperate continental forest_Woody Savannas,0.07,0,111,18,0
527,ASIA_Temperate continental forest_Savannas,0.08,0,99,20,0
528,ASIA_Temperate continental forest_Grasslands,0.1,0,82,22,0
529,ASIA_Temperate continental forest_Permanent Wetlands,0.11,0,73,23,0
530,ASIA_Temperate continental forest_Croplands,0.23,0,35,14,0
531,ASIA_Temperate continental forest_Urban and Built-up Lands,0,0,5,8,1
532,ASIA_Temperate continental forest_Cropland/Natural Vegetation Mosaics,0.11,0,75,14,0
533,ASIA_Temperate continental forest_Barren,0,0,3,7,1
534,ASIA_Temperate continental forest_Water Bodies,0,0,8,15,1
535,ASIA_Temperate steppe_Evergreen Needleleaf Forests,0,0,115,21,1
536,ASIA_Temperate steppe_Deciduous Needleleaf Forests,0,0,97,23,1
537,ASIA_Temperate steppe_Deciduous Broadleaf Forests,0,0,59,22,1
538,ASIA_Temperate steppe_Mixed Forests,0,0,98,18,1
539,ASIA_Temperate steppe_Closed Shrublands,0,0,42,14,1
540,ASIA_Temperate steppe_Open Shrublands,0,0,1,0,1
541,ASIA_Temperate steppe_Woody Savannas,0,0,59,25,1
542,ASIA_Temperate steppe_Savannas,0,0,33,19,1
543,ASIA_Temperate steppe_Grasslands,0,0,3,6,1
544,ASIA_Temperate steppe_Permanent Wetlands,0,0,13,23,1
545,ASIA_Temperate steppe_Croplands,0,0,5,5,1
546,ASIA_Temperate steppe_Urban and Built-up Lands,0,0,3,5,1
547,ASIA_Temperate steppe_Cropland/Natural Vegetation Mosaics,0,0,27,23,1
548,ASIA_Temperate steppe_Permanent Snow and Ice,0,0,2,1,1
549,ASIA_Temperate steppe_Barren,0,0,1,1,1
550,ASIA_Temperate steppe_Water Bodies,0,0,3,8,1
551,ASIA_Temperate desert_Evergreen Needleleaf Forests,0,0,92,32,1
552,ASIA_Temperate desert_Deciduous Needleleaf Forests,0,0,19,7,1
553,ASIA_Temperate desert_Deciduous Broadleaf Forests,0,0,74,18,1
554,ASIA_Temperate desert_Mixed Forests,0,0,92,19,1
555,ASIA_Temperate desert_Closed Shrublands,0,0,60,18,1
556,ASIA_Temperate desert_Open Shrublands,0,0,1,1,1
557,ASIA_Temperate desert_Woody Savannas,0,0,77,24,1
558,ASIA_Temperate desert_Savannas,0,0,35,28,1
559,ASIA_Temperate desert_Grasslands,0,0,2,3,1
560,ASIA_Temperate desert_Permanent Wetlands,0,0,20,18,1
561,ASIA_Temperate desert_Croplands,0,0,6,5,1
562,ASIA_Temperate desert_Urban and Built-up Lands,0,0,4,5,1
563,ASIA_Temperate desert_Cropland/Natural Vegetation Mosaics,0,0,45,31,1
564,ASIA_Temperate desert_Permanent Snow and Ice,0,0,1,2,1
565,ASIA_Temperate desert_Barren,0,0,1,1,1
566,ASIA_Temperate desert_Water Bodies,0,0,4,7,1
567,ASIA_Temperate mountain system_Evergreen Needleleaf Forests,0.05,0,170,25,0
568,ASIA_Temperate mountain system_Evergreen Broadleaf Forests,0,0,1,1,1
569,ASIA_Temperate mountain system_Deciduous Needleleaf Forests,0.07,0,116,9,0
570,ASIA_Temperate mountain system_Deciduous Broadleaf Forests,0.04,0,213,22,0
571,ASIA_Temperate mountain system_Mixed Forests,0.04,0,219,23,0
572,ASIA_Temperate mountain system_Closed Shrublands,0.05,0,175,35,0
573,ASIA_Temperate mountain system_Open Shrublands,0.38,0.01,22,28,0
574,ASIA_Temperate mountain system_Woody Savannas,0.06,0,142,27,0
575,ASIA_Temperate mountain system_Savannas,0.07,0,115,19,0
576,ASIA_Temperate mountain system_Grasslands,0.16,0.01,51,22,0
577,ASIA_Temperate mountain system_Permanent Wetlands,0.07,0,122,11,0
578,ASIA_Temperate mountain system_Croplands,0.24,0.01,35,15,0
579,ASIA_Temperate mountain system_Urban and Built-up Lands,0,0,4,4,1
580,ASIA_Temperate mountain system_Cropland/Natural Vegetation Mosaics,0.11,0,75,16,0
581,ASIA_Temperate mountain system_Permanent Snow and Ice,0,0,2,2,1
582,ASIA_Temperate mountain system_Barren,0,0,1,1,1
583,ASIA_Temperate mountain system_Water Bodies,0,0,6,13,1
584,ASIA_Boreal coniferous forest_Evergreen Needleleaf Forests,0,0,64,14,1
585,ASIA_Boreal coniferous forest_Deciduous Needleleaf Forests,0.05,0.05,86,4,0
586,ASIA_Boreal coniferous forest_Deciduous Broadleaf Forests,0.05,0.04,90,7,0
587,ASIA_Boreal coniferous forest_Mixed Forests,0.04,0.04,102,5,0
588,ASIA_Boreal coniferous forest_Open Shrublands,0.09,0.08,50,13,0
589,ASIA_Boreal coniferous forest_Woody Savannas,0.05,0.05,86,6,0
590,ASIA_Boreal coniferous forest_Savannas,0.07,0.06,64,9,0
591,ASIA_Boreal coniferous forest_Grasslands,0.08,0.07,58,13,0
592,ASIA_Boreal coniferous forest_Croplands,0.1,0.09,44,10,0
593,ASIA_Boreal coniferous forest_Urban and Built-up Lands,0,0,24,22,1
594,ASIA_Boreal coniferous forest_Cropland/Natural Vegetation Mosaics,0.09,0.08,48,9,0
595,ASIA_Boreal coniferous forest_Water Bodies,0,0,65,19,1
596,ASIA_Boreal mountain system_Evergreen Needleleaf Forests,0.03,0.03,156,6,0
597,ASIA_Boreal mountain system_Deciduous Needleleaf Forests,0.04,0.04,130,11,0
598,ASIA_Boreal mountain system_Deciduous Broadleaf Forests,0.05,0.05,103,8,0
599,ASIA_Boreal mountain system_Mixed Forests,0.04,0.03,148,8,0
600,ASIA_Boreal mountain system_Closed Shrublands,0.06,0.05,89,7,0
601,ASIA_Boreal mountain system_Open Shrublands,0.05,0.05,104,16,0
602,ASIA_Boreal mountain system_Woody Savannas,0.04,0.04,126,10,0
603,ASIA_Boreal mountain system_Savannas,0.05,0.05,103,12,0
604,ASIA_Boreal mountain system_Grasslands,0.06,0.05,93,14,0
605,ASIA_Boreal mountain system_Permanent Wetlands,0.04,0.04,124,7,0
606,ASIA_Boreal mountain system_Croplands,0,0,19,18,1
607,ASIA_Boreal mountain system_Urban and Built-up Lands,0,0,2,3,1
608,ASIA_Boreal mountain system_Permanent Snow and Ice,0,0,1,1,1
609,ASIA_Boreal mountain system_Barren,0,0,2,5,1
610,ASIA_Boreal mountain system_Water Bodies,0,0,21,22,1
611,ASIA_Water_Evergreen Needleleaf Forests,0,0,26,1,1
612,ASIA_Water_Deciduous Broadleaf Forests,0,0,96,21,1
613,ASIA_Water_Mixed Forests,0,0,96,30,1
614,ASIA_Water_Open Shrublands,0,0,1,1,1
615,ASIA_Water_Woody Savannas,0,0,77,33,1
616,ASIA_Water_Savannas,0,0,49,38,1
617,ASIA_Water_Grasslands,0,0,4,11,1
618,ASIA_Water_Permanent Wetlands,0,0,25,18,1
619,ASIA_Water_Croplands,0,0,4,5,1
620,ASIA_Water_Urban and Built-up Lands,0,0,5,4,1
621,ASIA_Water_Permanent Snow and Ice,0,0,1,1,1
622,ASIA_Water_Barren,0,0,2,3,1
623,ASIA_Water_Water Bodies,0,0,6,10,1
624,NorAfr_Tropical shrubland_Barren,0,0,1,0,1
625,NorAfr_Tropical desert_Open Shrublands,0,0,14,14,1
626,NorAfr_Tropical desert_Savannas,0,0,23,12,1
627,NorAfr_Tropical desert_Grasslands,0,0,11,12,1
628,NorAfr_Tropical desert_Permanent Wetlands,0,0,4,1,1
629,NorAfr_Tropical desert_Croplands,0,0,17,11,1
630,NorAfr_Tropical desert_Urban and Built-up Lands,0,0,16,14,1
631,NorAfr_Tropical desert_Barren,0,0,1,3,1
632,NorAfr_Tropical desert_Water Bodies,0,0,2,3,1
633,NorAfr_Tropical mountain system_Open Shrublands,0,0,1,2,1
634,NorAfr_Tropical mountain system_Grasslands,0,0,1,0,1
635,NorAfr_Tropical mountain system_Urban and Built-up Lands,0,0,5,1,1
636,NorAfr_Tropical mountain system_Barren,0,0,1,1,1
637,NorAfr_Subtropical dry forest_Evergreen Needleleaf Forests,0.1,0.09,95,8,0
638,NorAfr_Subtropical dry forest_Evergreen Broadleaf Forests,0.08,0.07,122,4,0
639,NorAfr_Subtropical dry forest_Deciduous Broadleaf Forests,0,0,43,18,1
640,NorAfr_Subtropical dry forest_Mixed Forests,0.08,0.08,115,7,0
641,NorAfr_Subtropical dry forest_Closed Shrublands,0.09,0.08,109,8,0
642,NorAfr_Subtropical dry forest_Open Shrublands,0.17,0.15,57,6,0
643,NorAfr_Subtropical dry forest_Woody Savannas,0.1,0.09,94,11,0
644,NorAfr_Subtropical dry forest_Savannas,0.12,0.1,83,10,0
645,NorAfr_Subtropical dry forest_Grasslands,0.14,0.13,67,8,0
646,NorAfr_Subtropical dry forest_Permanent Wetlands,0.1,0.09,99,13,0
647,NorAfr_Subtropical dry forest_Croplands,0.2,0.18,48,8,0
648,NorAfr_Subtropical dry forest_Urban and Built-up Lands,0,0,11,14,1
649,NorAfr_Subtropical dry forest_Cropland/Natural Vegetation Mosaics,0.12,0.11,81,11,0
650,NorAfr_Subtropical dry forest_Barren,0,0,4,6,1
651,NorAfr_Subtropical dry forest_Water Bodies,0,0,18,17,1
652,NorAfr_Subtropical steppe_Closed Shrublands,0,0,58,7,1
653,NorAfr_Subtropical steppe_Open Shrublands,0.11,0.1,45,8,0
654,NorAfr_Subtropical steppe_Woody Savannas,0,0,41,41,1
655,NorAfr_Subtropical steppe_Savannas,0.07,0.06,73,2,0
656,NorAfr_Subtropical steppe_Grasslands,0.11,0.1,44,7,0
657,NorAfr_Subtropical steppe_Permanent Wetlands,0,0,12,17,1
658,NorAfr_Subtropical steppe_Croplands,0.13,0.12,36,8,0
659,NorAfr_Subtropical steppe_Urban and Built-up Lands,0,0,7,9,1
660,NorAfr_Subtropical steppe_Permanent Snow and Ice,0,0,1,1,1
661,NorAfr_Subtropical steppe_Barren,0,0,2,5,1
662,NorAfr_Subtropical steppe_Water Bodies,0,0,10,9,1
663,NorAfr_Subtropical mountain system_Evergreen Needleleaf Forests,0.1,0.09,99,8,0
664,NorAfr_Subtropical mountain system_Evergreen Broadleaf Forests,0.08,0.07,129,5,0
665,NorAfr_Subtropical mountain system_Deciduous Broadleaf Forests,0,0,51,24,1
666,NorAfr_Subtropical mountain system_Mixed Forests,0.1,0.09,102,12,0
667,NorAfr_Subtropical mountain system_Closed Shrublands,0,0,43,21,1
668,NorAfr_Subtropical mountain system_Open Shrublands,0.18,0.16,56,6,0
669,NorAfr_Subtropical mountain system_Woody Savannas,0.11,0.1,90,11,0
670,NorAfr_Subtropical mountain system_Savannas,0.14,0.12,74,10,0
671,NorAfr_Subtropical mountain system_Grasslands,0.14,0.13,69,5,0
672,NorAfr_Subtropical mountain system_Permanent Wetlands,0,0,17,9,1
673,NorAfr_Subtropical mountain system_Croplands,0.18,0.16,57,7,0
674,NorAfr_Subtropical mountain system_Urban and Built-up Lands,0,0,15,14,1
675,NorAfr_Subtropical mountain system_Cropland/Natural Vegetation Mosaics,0,0,59,23,1
676,NorAfr_Subtropical mountain system_Barren,0,0,12,13,1
677,NorAfr_Subtropical mountain system_Water Bodies,0,0,10,7,1
