Key*,LULC,rmax,rmaxSD,K,KSD,TOF
359,LATAM_Temperate mountain system_Permanent water bodies,0,0,10,10,1
360,LATAM_Temperate mountain system_Herbaceous wetland,0.09,0,94,35,0
361,LATAM_Temperate mountain system_Closed forest evergreen broad leaf,0.04,0,189,18,0
362,LATAM_Temperate mountain system_Closed forest deciduous broad leaf,0.05,0,158,17,0
363,LATAM_Temperate mountain system_Closed forest mixed,0.04,0,228,11,0
364,LATAM_Temperate mountain system_Closed forest undefined,0.07,0,122,18,0
365,LATAM_Temperate mountain system_Open forest evergreen broad leaf,0.07,0,119,0,0
366,LATAM_Temperate mountain system_Open forest deciduous broad leaf,0.09,0,92,10,0
367,LATAM_Temperate mountain system_Open forest undefined,0.08,0,99,16,0
368,LATAM_Temperate mountain system_Oceans seas,0,0,10,10,1
369,LATAM_Water_Shrubs,0.02,0.01,72,0,0
370,LATAM_Water_Herbaceous vegetation,0.02,0.01,93,21,0
371,LATAM_Water_Agriculture,0.02,0.01,98,20,0
372,LATAM_Water_Urban built up,0,0,2,2,1
373,LATAM_Water_Permanent water bodies,0,0,10,10,1
374,LATAM_Water_Herbaceous wetland,0.02,0.01,127,24,0
375,LATAM_Water_Closed forest evergreen broad leaf,0.02,0.01,249,12,0
376,LATAM_Water_Closed forest deciduous broad leaf,0.02,0.01,57,0,0
377,LATAM_Water_Closed forest undefined,0.02,0.01,207,0,0
378,LATAM_Water_Open forest evergreen broad leaf,0.02,0.01,176,7,0
379,LATAM_Water_Open forest deciduous broad leaf,0.02,0.01,75,0,0
380,LATAM_Water_Open forest undefined,0.02,0.01,141,17,0
381,LATAM_Water_Oceans seas,0,0,10,10,1
382,ASIA_Tropical rainforest_Shrubs,0.11,0.12,128,31,0
383,ASIA_Tropical rainforest_Herbaceous vegetation,0.11,0.13,120,37,0
384,ASIA_Tropical rainforest_Agriculture,0.16,0.19,83,26,0
385,ASIA_Tropical rainforest_Urban built up,0,0,2,2,1
386,ASIA_Tropical rainforest_Bare sparse vegetation,0,0,0.2414,0.1207,1
387,ASIA_Tropical rainforest_Permanent water bodies,0,0,10,10,1
388,ASIA_Tropical rainforest_Herbaceous wetland,0.1,0.11,142,54,0
389,ASIA_Tropical rainforest_Closed forest evergreen needle leaf,0.05,0.06,267,30,0
390,ASIA_Tropical rainforest_Closed forest evergreen broad leaf,0.04,0.05,320,32,0
391,ASIA_Tropical rainforest_Closed forest deciduous broad leaf,0.07,0.08,195,31,0
392,ASIA_Tropical rainforest_Closed forest mixed,0.08,0.09,165,12,0
393,ASIA_Tropical rainforest_Closed forest undefined,0.05,0.06,282,34,0
394,ASIA_Tropical rainforest_Open forest evergreen needle leaf,0.08,0.09,180,41,0
395,ASIA_Tropical rainforest_Open forest evergreen broad leaf,0.09,0.1,154,38,0
396,ASIA_Tropical rainforest_Open forest deciduous broad leaf,0.12,0.14,112,24,0
397,ASIA_Tropical rainforest_Open forest mixed,0.15,0.17,93,0,0
398,ASIA_Tropical rainforest_Open forest undefined,0.1,0.11,141,47,0
399,ASIA_Tropical rainforest_Oceans seas,0,0,10,10,1
400,ASIA_Tropical moist forest_Shrubs,0.12,0.02,77,23,0
401,ASIA_Tropical moist forest_Herbaceous vegetation,0.12,0.01,82,27,0
402,ASIA_Tropical moist forest_Agriculture,0.17,0.02,57,24,0
403,ASIA_Tropical moist forest_Urban built up,0,0,2,2,1
404,ASIA_Tropical moist forest_Bare sparse vegetation,0,0,0.1542,0.0771,1
405,ASIA_Tropical moist forest_Permanent water bodies,0,0,10,10,1
406,ASIA_Tropical moist forest_Herbaceous wetland,0.09,0.01,103,28,0
407,ASIA_Tropical moist forest_Closed forest evergreen needle leaf,0.04,0.01,223,17,0
408,ASIA_Tropical moist forest_Closed forest evergreen broad leaf,0.04,0,254,23,0
409,ASIA_Tropical moist forest_Closed forest deciduous broad leaf,0.06,0.01,168,24,0
410,ASIA_Tropical moist forest_Closed forest mixed,0.06,0.01,149,19,0
411,ASIA_Tropical moist forest_Closed forest undefined,0.07,0.01,143,35,0
412,ASIA_Tropical moist forest_Open forest evergreen needle leaf,0.07,0.01,146,19,0
413,ASIA_Tropical moist forest_Open forest evergreen broad leaf,0.08,0.01,121,35,0
414,ASIA_Tropical moist forest_Open forest deciduous broad leaf,0.14,0.02,70,25,0
415,ASIA_Tropical moist forest_Open forest mixed,0.09,0.01,102,0,0
416,ASIA_Tropical moist forest_Open forest undefined,0.09,0.01,102,29,0
417,ASIA_Tropical moist forest_Oceans seas,0,0,10,10,1
418,ASIA_Tropical dry forest_Shrubs,0.5,0.45,31,11,0
419,ASIA_Tropical dry forest_Herbaceous vegetation,0.5,0.45,31,19,0
420,ASIA_Tropical dry forest_Agriculture,0.4,0.36,39,20,0
421,ASIA_Tropical dry forest_Urban built up,0,0,2,2,1
422,ASIA_Tropical dry forest_Bare sparse vegetation,0,0,0.1116,0.0558,1
423,ASIA_Tropical dry forest_Permanent water bodies,0,0,10,10,1
424,ASIA_Tropical dry forest_Herbaceous wetland,0.31,0.28,51,23,0
425,ASIA_Tropical dry forest_Closed forest evergreen needle leaf,0.08,0.08,187,16,0
426,ASIA_Tropical dry forest_Closed forest evergreen broad leaf,0.07,0.06,219,20,0
427,ASIA_Tropical dry forest_Closed forest deciduous broad leaf,0.15,0.13,104,19,0
428,ASIA_Tropical dry forest_Closed forest undefined,0.13,0.12,118,21,0
429,ASIA_Tropical dry forest_Open forest evergreen needle leaf,0.1,0.09,156,0,0
430,ASIA_Tropical dry forest_Open forest evergreen broad leaf,0.16,0.14,100,24,0
431,ASIA_Tropical dry forest_Open forest deciduous broad leaf,0.25,0.23,62,11,0
432,ASIA_Tropical dry forest_Open forest undefined,0.23,0.21,68,24,0
433,ASIA_Tropical dry forest_Oceans seas,0,0,10,10,1
434,ASIA_Tropical shrubland_Shrubs,0.67,0.6,21,14,0
435,ASIA_Tropical shrubland_Herbaceous vegetation,0.61,0.55,23,23,0
436,ASIA_Tropical shrubland_Agriculture,0.82,0.74,17,8,0
437,ASIA_Tropical shrubland_Urban built up,0,0,2,2,1
438,ASIA_Tropical shrubland_Bare sparse vegetation,0,0,0.0466,0.0233,1
439,ASIA_Tropical shrubland_Permanent water bodies,0,0,10,10,1
440,ASIA_Tropical shrubland_Herbaceous wetland,0.5,0.45,28,38,0
441,ASIA_Tropical shrubland_Closed forest evergreen needle leaf,0.11,0.1,126,10,0
442,ASIA_Tropical shrubland_Closed forest evergreen broad leaf,0.05,0.05,265,43,0
443,ASIA_Tropical shrubland_Closed forest deciduous broad leaf,0.19,0.17,75,16,0
444,ASIA_Tropical shrubland_Closed forest undefined,0.17,0.15,82,43,0
445,ASIA_Tropical shrubland_Open forest evergreen needle leaf,0.23,0.21,60,0,0
446,ASIA_Tropical shrubland_Open forest evergreen broad leaf,0.12,0.11,114,66,0
447,ASIA_Tropical shrubland_Open forest deciduous broad leaf,0.3,0.27,46,11,0
448,ASIA_Tropical shrubland_Open forest undefined,0.26,0.23,54,32,0
449,ASIA_Tropical shrubland_Oceans seas,0,0,10,10,1
450,ASIA_Tropical desert_Shrubs,0.025,0.0125,7,6,0
451,ASIA_Tropical desert_Herbaceous vegetation,0.025,0.0125,9,7,0
452,ASIA_Tropical desert_Agriculture,0.025,0.0125,10,3,0
453,ASIA_Tropical desert_Urban built up,0,0,2,2,1
454,ASIA_Tropical desert_Bare sparse vegetation,0,0,0.0024,0.0012,1
455,ASIA_Tropical desert_Permanent water bodies,0,0,10,10,1
456,ASIA_Tropical desert_Herbaceous wetland,0.025,0.0125,19,6,0
457,ASIA_Tropical desert_Closed forest undefined,0.025,0.0125,37,5,0
458,ASIA_Tropical desert_Open forest undefined,0.025,0.0125,24,6,0
459,ASIA_Tropical desert_Oceans seas,0,0,10,10,1
460,ASIA_Tropical mountain system_Shrubs,0.08,0,145,37,0
461,ASIA_Tropical mountain system_Herbaceous vegetation,0.07,0,178,43,0
462,ASIA_Tropical mountain system_Agriculture,0.12,0,98,30,0
463,ASIA_Tropical mountain system_Urban built up,0,0,2,2,1
464,ASIA_Tropical mountain system_Bare sparse vegetation,0,0,0.7939,0.397,1
465,ASIA_Tropical mountain system_Snow and ice,0,0,0.5,0.25,1
466,ASIA_Tropical mountain system_Permanent water bodies,0,0,10,10,1
467,ASIA_Tropical mountain system_Herbaceous wetland,0.04,0,303,36,0
468,ASIA_Tropical mountain system_Closed forest evergreen needle leaf,0.04,0,330,17,0
469,ASIA_Tropical mountain system_Closed forest evergreen broad leaf,0.04,0,320,27,0
470,ASIA_Tropical mountain system_Closed forest deciduous broad leaf,0.07,0,175,19,0
471,ASIA_Tropical mountain system_Closed forest mixed,0.07,0,169,15,0
472,ASIA_Tropical mountain system_Closed forest undefined,0.03,0,338,31,0
473,ASIA_Tropical mountain system_Open forest evergreen needle leaf,0.05,0,245,22,0
474,ASIA_Tropical mountain system_Open forest evergreen broad leaf,0.06,0,179,37,0
475,ASIA_Tropical mountain system_Open forest deciduous broad leaf,0.08,0,145,23,0
476,ASIA_Tropical mountain system_Open forest mixed,0.06,0,196,0,0
477,ASIA_Tropical mountain system_Open forest undefined,0.06,0,197,50,0
478,ASIA_Subtropical humid forest_Shrubs,0.11,0.04,91,28,0
479,ASIA_Subtropical humid forest_Herbaceous vegetation,0.12,0.04,86,43,0
480,ASIA_Subtropical humid forest_Agriculture,0.14,0.04,73,16,0
481,ASIA_Subtropical humid forest_Urban built up,0,0,2,2,1
482,ASIA_Subtropical humid forest_Bare sparse vegetation,0,0,0.1507,0.0754,1
483,ASIA_Subtropical humid forest_Permanent water bodies,0,0,10,10,1
484,ASIA_Subtropical humid forest_Herbaceous wetland,0.18,0.06,56,21,0
485,ASIA_Subtropical humid forest_Closed forest evergreen needle leaf,0.05,0.02,188,26,0
486,ASIA_Subtropical humid forest_Closed forest evergreen broad leaf,0.07,0.02,151,17,0
487,ASIA_Subtropical humid forest_Closed forest deciduous broad leaf,0.03,0.01,297,12,0
488,ASIA_Subtropical humid forest_Closed forest mixed,0.04,0.01,229,24,0
489,ASIA_Subtropical humid forest_Closed forest undefined,0.06,0.02,169,26,0
490,ASIA_Subtropical humid forest_Open forest evergreen needle leaf,0.05,0.01,214,23,0
491,ASIA_Subtropical humid forest_Open forest evergreen broad leaf,0.09,0.03,110,15,0
492,ASIA_Subtropical humid forest_Open forest deciduous broad leaf,0.05,0.02,197,28,0
493,ASIA_Subtropical humid forest_Open forest mixed,0.11,0.04,89,0,0
494,ASIA_Subtropical humid forest_Open forest undefined,0.09,0.03,111,28,0
495,ASIA_Subtropical humid forest_Oceans seas,0,0,10,10,1
496,ASIA_Subtropical dry forest_Shrubs,0.68,0.62,38,13,0
497,ASIA_Subtropical dry forest_Herbaceous vegetation,0.96,0.87,27,16,0
498,ASIA_Subtropical dry forest_Agriculture,1.18,1.06,22,14,0
499,ASIA_Subtropical dry forest_Urban built up,0,0,2,2,1
500,ASIA_Subtropical dry forest_Bare sparse vegetation,0,0,0.0332,0.0166,1
501,ASIA_Subtropical dry forest_Permanent water bodies,0,0,10,10,1
502,ASIA_Subtropical dry forest_Herbaceous wetland,0.41,0.37,63,21,0
503,ASIA_Subtropical dry forest_Closed forest evergreen needle leaf,0.22,0.2,119,23,0
504,ASIA_Subtropical dry forest_Closed forest deciduous broad leaf,0.13,0.11,205,11,0
505,ASIA_Subtropical dry forest_Closed forest mixed,0.13,0.12,200,14,0
506,ASIA_Subtropical dry forest_Closed forest undefined,0.27,0.24,96,22,0
507,ASIA_Subtropical dry forest_Open forest evergreen needle leaf,0.37,0.33,70,17,0
508,ASIA_Subtropical dry forest_Open forest deciduous broad leaf,1.73,1.56,15,0,0
509,ASIA_Subtropical dry forest_Open forest undefined,0.4,0.36,65,18,0
510,ASIA_Subtropical dry forest_Oceans seas,0,0,10,10,1
511,ASIA_Subtropical steppe_Shrubs,0.61,0.55,23,19,0
512,ASIA_Subtropical steppe_Herbaceous vegetation,0.88,0.79,16,25,0
513,ASIA_Subtropical steppe_Agriculture,1.56,1.4,9,16,0
514,ASIA_Subtropical steppe_Urban built up,0,0,2,2,1
515,ASIA_Subtropical steppe_Bare sparse vegetation,0,0,0,0,1
516,ASIA_Subtropical steppe_Permanent water bodies,0,0,10,10,1
517,ASIA_Subtropical steppe_Herbaceous wetland,0.4,0.36,35,30,0
518,ASIA_Subtropical steppe_Closed forest evergreen needle leaf,0.06,0.05,233,20,0
519,ASIA_Subtropical steppe_Closed forest evergreen broad leaf,0.05,0.05,257,10,0
520,ASIA_Subtropical steppe_Closed forest deciduous broad leaf,0.13,0.12,104,0,0
521,ASIA_Subtropical steppe_Closed forest mixed,14,12.6,1,0,0
522,ASIA_Subtropical steppe_Closed forest undefined,0.13,0.12,109,42,0
523,ASIA_Subtropical steppe_Open forest evergreen needle leaf,0.09,0.08,160,34,0
524,ASIA_Subtropical steppe_Open forest evergreen broad leaf,0.08,0.07,170,52,0
525,ASIA_Subtropical steppe_Open forest deciduous broad leaf,0.33,0.29,43,14,0
526,ASIA_Subtropical steppe_Open forest mixed,0.19,0.17,73,0,0
527,ASIA_Subtropical steppe_Open forest undefined,0.16,0.15,85,37,0
528,ASIA_Subtropical steppe_Oceans seas,0,0,10,10,1
529,ASIA_Subtropical desert_Shrubs,0.02,0.01,9,7,0
530,ASIA_Subtropical desert_Herbaceous vegetation,0.02,0.01,7,7,0
531,ASIA_Subtropical desert_Agriculture,0.02,0.01,4,5,0
532,ASIA_Subtropical desert_Urban built up,0,0,2,2,1
533,ASIA_Subtropical desert_Bare sparse vegetation,0,0,0,0,1
534,ASIA_Subtropical desert_Permanent water bodies,0,0,10,10,1
535,ASIA_Subtropical desert_Herbaceous wetland,0.02,0.01,25,5,0
536,ASIA_Subtropical desert_Closed forest undefined,0.02,0.01,20,4,0
537,ASIA_Subtropical desert_Open forest undefined,0.02,0.01,13,3,0
538,ASIA_Subtropical desert_Oceans seas,0,0,10,10,1
539,ASIA_Subtropical mountain system_Shrubs,0.13,0,75,43,0
540,ASIA_Subtropical mountain system_Herbaceous vegetation,0.27,0,37,45,0
541,ASIA_Subtropical mountain system_Agriculture,0.17,0,59,27,0
542,ASIA_Subtropical mountain system_Urban built up,0,0,2,2,1
543,ASIA_Subtropical mountain system_Bare sparse vegetation,0,0,0.0069,0.0034,1
544,ASIA_Subtropical mountain system_Snow and ice,0,0,0,0,1
545,ASIA_Subtropical mountain system_Permanent water bodies,0,0,10,10,1
546,ASIA_Subtropical mountain system_Herbaceous wetland,0.07,0,143,37,0
547,ASIA_Subtropical mountain system_Moss and lichen,0.43,0.01,23,0,0
548,ASIA_Subtropical mountain system_Closed forest evergreen needle leaf,0.04,0,265,23,0
549,ASIA_Subtropical mountain system_Closed forest evergreen broad leaf,0.05,0,221,34,0
550,ASIA_Subtropical mountain system_Closed forest deciduous broad leaf,0.04,0,251,16,0
551,ASIA_Subtropical mountain system_Closed forest mixed,0.04,0,249,11,0
552,ASIA_Subtropical mountain system_Closed forest undefined,0.05,0,204,30,0
553,ASIA_Subtropical mountain system_Open forest evergreen needle leaf,0.05,0,196,32,0
554,ASIA_Subtropical mountain system_Open forest evergreen broad leaf,0.08,0,118,31,0
555,ASIA_Subtropical mountain system_Open forest deciduous broad leaf,0.05,0,186,21,0
556,ASIA_Subtropical mountain system_Open forest mixed,0.05,0,212,74,0
557,ASIA_Subtropical mountain system_Open forest undefined,0.06,0,154,38,0
558,ASIA_Subtropical mountain system_Oceans seas,0,0,10,10,1
559,ASIA_Temperate continental forest_Shrubs,0.19,0,42,20,0
560,ASIA_Temperate continental forest_Herbaceous vegetation,0.15,0,53,22,0
561,ASIA_Temperate continental forest_Agriculture,0.18,0,45,14,0
562,ASIA_Temperate continental forest_Urban built up,0,0,2,2,1
563,ASIA_Temperate continental forest_Bare sparse vegetation,0,0,0.0941,0.047,1
564,ASIA_Temperate continental forest_Permanent water bodies,0,0,10,10,1
565,ASIA_Temperate continental forest_Herbaceous wetland,0.2,0,40,18,0
566,ASIA_Temperate continental forest_Closed forest evergreen needle leaf,0.05,0,166,42,0
567,ASIA_Temperate continental forest_Closed forest evergreen broad leaf,0.06,0,123,12,0
568,ASIA_Temperate continental forest_Closed forest deciduous needle leaf,0.06,0,132,12,0
569,ASIA_Temperate continental forest_Closed forest deciduous broad leaf,0.05,0,145,38,0
570,ASIA_Temperate continental forest_Closed forest mixed,0.04,0,180,36,0
571,ASIA_Temperate continental forest_Closed forest undefined,0.07,0,116,33,0
572,ASIA_Temperate continental forest_Open forest evergreen needle leaf,0.08,0,93,49,0
573,ASIA_Temperate continental forest_Open forest evergreen broad leaf,0.09,0,84,18,0
574,ASIA_Temperate continental forest_Open forest deciduous needle leaff,0.07,0,120,0,0
575,ASIA_Temperate continental forest_Open forest deciduous broad leaf,0.09,0,89,17,0
576,ASIA_Temperate continental forest_Open forest mixed,0.39,0,20,0,0
577,ASIA_Temperate continental forest_Open forest undefined,0.1,0,80,24,0
578,ASIA_Temperate continental forest_Oceans seas,0,0,10,10,1
579,ASIA_Temperate steppe_Shrubs,0.0165,0.0082,22,20,0
580,ASIA_Temperate steppe_Herbaceous vegetation,0.0165,0.0082,14,13,0
581,ASIA_Temperate steppe_Agriculture,0.0165,0.0082,24,7,0
582,ASIA_Temperate steppe_Urban built up,0,0,2,2,1
583,ASIA_Temperate steppe_Bare sparse vegetation,0,0,0.0121,0.006,1
584,ASIA_Temperate steppe_Permanent water bodies,0,0,10,10,1
585,ASIA_Temperate steppe_Herbaceous wetland,0.0165,0.0082,24,11,0
586,ASIA_Temperate steppe_Closed forest evergreen needle leaf,0.0165,0.0082,147,10,0
587,ASIA_Temperate steppe_Closed forest deciduous needle leaf,0.0165,0.0082,118,10,0
588,ASIA_Temperate steppe_Closed forest deciduous broad leaf,0.0165,0.0082,120,21,0
589,ASIA_Temperate steppe_Closed forest mixed,0.0165,0.0082,141,12,0
590,ASIA_Temperate steppe_Closed forest undefined,0.0165,0.0082,100,10,0
591,ASIA_Temperate steppe_Open forest evergreen needle leaf,0.0165,0.0082,131,8,0
592,ASIA_Temperate steppe_Open forest deciduous needle leaff,0.0165,0.0082,97,10,0
593,ASIA_Temperate steppe_Open forest deciduous broad leaf,0.0165,0.0082,103,10,0
594,ASIA_Temperate steppe_Open forest mixed,0.0165,0.0082,74,8,0
595,ASIA_Temperate steppe_Open forest undefined,0.0165,0.0082,86,16,0
596,ASIA_Temperate desert_Shrubs,0.0165,0.0082,5,7,0
597,ASIA_Temperate desert_Herbaceous vegetation,0.0165,0.0082,10,8,0
598,ASIA_Temperate desert_Agriculture,0.0165,0.0082,11,5,0
599,ASIA_Temperate desert_Urban built up,0,0,2,2,1
600,ASIA_Temperate desert_Bare sparse vegetation,0,0,6e-04,3e-04,1
601,ASIA_Temperate desert_Snow and ice,0,0,0,0,1
602,ASIA_Temperate desert_Permanent water bodies,0,0,10,10,1
603,ASIA_Temperate desert_Herbaceous wetland,0.0165,0.0082,22,16,0
604,ASIA_Temperate desert_Closed forest evergreen needle leaf,0.0165,0.0082,131,9,0
605,ASIA_Temperate desert_Closed forest deciduous needle leaf,0.0165,0.0082,81,18,0
606,ASIA_Temperate desert_Closed forest deciduous broad leaf,0.0165,0.0082,196,15,0
607,ASIA_Temperate desert_Closed forest mixed,0.0165,0.0082,49,0,0
608,ASIA_Temperate desert_Closed forest undefined,0.0165,0.0082,75,22,0
609,ASIA_Temperate desert_Open forest evergreen needle leaf,0.0165,0.0082,125,9,0
610,ASIA_Temperate desert_Open forest deciduous broad leaf,0.0165,0.0082,94,0,0
611,ASIA_Temperate desert_Open forest undefined,0.0165,0.0082,81,16,0
612,ASIA_Temperate mountain system_Shrubs,0.15,0,56,25,0
613,ASIA_Temperate mountain system_Herbaceous vegetation,0.4,0,21,26,0
614,ASIA_Temperate mountain system_Agriculture,0.33,0,25,16,0
615,ASIA_Temperate mountain system_Urban built up,0,0,2,2,1
616,ASIA_Temperate mountain system_Bare sparse vegetation,0,0,0.003,0.0015,1
617,ASIA_Temperate mountain system_Snow and ice,0,0,0,0,1
618,ASIA_Temperate mountain system_Permanent water bodies,0,0,10,10,1
619,ASIA_Temperate mountain system_Herbaceous wetland,0.15,0,54,34,0
620,ASIA_Temperate mountain system_Moss and lichen,1.39,0.01,6,0,0
621,ASIA_Temperate mountain system_Closed forest evergreen needle leaf,0.04,0,221,22,0
622,ASIA_Temperate mountain system_Closed forest evergreen broad leaf,0.04,0,209,19,0
623,ASIA_Temperate mountain system_Closed forest deciduous needle leaf,0.09,0,98,17,0
624,ASIA_Temperate mountain system_Closed forest deciduous broad leaf,0.03,0,248,16,0
625,ASIA_Temperate mountain system_Closed forest mixed,0.03,0,288,9,0
626,ASIA_Temperate mountain system_Closed forest undefined,0.08,0,106,41,0
627,ASIA_Temperate mountain system_Open forest evergreen needle leaf,0.06,0,131,30,0
628,ASIA_Temperate mountain system_Open forest evergreen broad leaf,0.07,0,120,24,0
629,ASIA_Temperate mountain system_Open forest deciduous needle leaff,0.1,0,81,13,0
630,ASIA_Temperate mountain system_Open forest deciduous broad leaf,0.07,0,112,48,0
631,ASIA_Temperate mountain system_Open forest mixed,0.05,0,173,0,0
632,ASIA_Temperate mountain system_Open forest undefined,0.09,0,91,34,0
633,ASIA_Temperate mountain system_Oceans seas,0,0,10,10,1
634,ASIA_Boreal coniferous forest_Shrubs,0.1,0.09,42,0,0
635,ASIA_Boreal coniferous forest_Herbaceous vegetation,0.07,0.07,59,9,0
636,ASIA_Boreal coniferous forest_Agriculture,0.1,0.09,46,8,0
637,ASIA_Boreal coniferous forest_Urban built up,0,0,2,2,1
638,ASIA_Boreal coniferous forest_Bare sparse vegetation,0,0,0.2516,0.1258,1
639,ASIA_Boreal coniferous forest_Permanent water bodies,0,0,10,10,1
640,ASIA_Boreal coniferous forest_Herbaceous wetland,0.08,0.07,55,11,0
641,ASIA_Boreal coniferous forest_Closed forest evergreen needle leaf,0.03,0.03,141,7,0
642,ASIA_Boreal coniferous forest_Closed forest deciduous needle leaf,0.04,0.04,109,9,0
643,ASIA_Boreal coniferous forest_Closed forest deciduous broad leaf,0.04,0.04,101,5,0
644,ASIA_Boreal coniferous forest_Closed forest mixed,0.03,0.03,131,8,0
645,ASIA_Boreal coniferous forest_Closed forest undefined,0.05,0.05,88,10,0
646,ASIA_Boreal coniferous forest_Open forest deciduous needle leaff,0.06,0.05,76,15,0
647,ASIA_Boreal coniferous forest_Open forest deciduous broad leaf,0.06,0.06,71,9,0
648,ASIA_Boreal coniferous forest_Open forest undefined,0.07,0.06,64,11,0
649,ASIA_Boreal mountain system_Shrubs,0.09,0.08,59,12,0
650,ASIA_Boreal mountain system_Herbaceous vegetation,0.11,0.1,48,13,0
651,ASIA_Boreal mountain system_Agriculture,0.24,0.21,22,9,0
652,ASIA_Boreal mountain system_Urban built up,0,0,2,2,1
653,ASIA_Boreal mountain system_Bare sparse vegetation,0,0,0.0323,0.0162,1
654,ASIA_Boreal mountain system_Snow and ice,0,0,0,0,1
655,ASIA_Boreal mountain system_Permanent water bodies,0,0,10,10,1
656,ASIA_Boreal mountain system_Herbaceous wetland,0.09,0.09,55,26,0
657,ASIA_Boreal mountain system_Closed forest evergreen needle leaf,0.03,0.03,152,9,0
658,ASIA_Boreal mountain system_Closed forest deciduous needle leaf,0.05,0.04,109,10,0
659,ASIA_Boreal mountain system_Closed forest deciduous broad leaf,0.04,0.03,136,6,0
660,ASIA_Boreal mountain system_Closed forest mixed,0.03,0.03,161,6,0
661,ASIA_Boreal mountain system_Closed forest undefined,0.06,0.06,82,12,0
662,ASIA_Boreal mountain system_Open forest evergreen needle leaf,0.04,0.04,120,8,0
663,ASIA_Boreal mountain system_Open forest deciduous needle leaff,0.07,0.06,77,11,0
664,ASIA_Boreal mountain system_Open forest deciduous broad leaf,0.04,0.04,122,8,0
665,ASIA_Boreal mountain system_Open forest undefined,0.05,0.05,104,10,0
666,ASIA_Water_Shrubs,0.02,0.01,23,32,0
667,ASIA_Water_Herbaceous vegetation,0.02,0.01,16,10,0
668,ASIA_Water_Agriculture,0.02,0.01,11,6,0
669,ASIA_Water_Urban built up,0,0,2,2,1
670,ASIA_Water_Bare sparse vegetation,0,0,0,0,1
671,ASIA_Water_Permanent water bodies,0,0,10,10,1
672,ASIA_Water_Herbaceous wetland,0.02,0.01,30,16,0
673,ASIA_Water_Closed forest evergreen needle leaf,0.02,0.01,88,17,0
674,ASIA_Water_Closed forest deciduous needle leaf,0.02,0.01,90,0,0
675,ASIA_Water_Closed forest deciduous broad leaf,0.02,0.01,221,0,0
676,ASIA_Water_Closed forest mixed,0.02,0.01,35,0,0
677,ASIA_Water_Closed forest undefined,0.02,0.01,63,29,0
678,ASIA_Water_Open forest evergreen needle leaf,0.02,0.01,49,3,0
679,ASIA_Water_Open forest deciduous broad leaf,0.02,0.01,33,0,0
680,ASIA_Water_Open forest undefined,0.02,0.01,49,16,0
681,NorAfr_Tropical shrubland_Bare sparse vegetation,0,0,0,0,1
682,NorAfr_Tropical desert_Shrubs,0.025,0.0125,4,4,0
683,NorAfr_Tropical desert_Herbaceous vegetation,0.025,0.0125,3,3,0
684,NorAfr_Tropical desert_Agriculture,0.025,0.0125,2,2,0
685,NorAfr_Tropical desert_Urban built up,0,0,2,2,1
686,NorAfr_Tropical desert_Bare sparse vegetation,0,0,0,0,1
687,NorAfr_Tropical desert_Permanent water bodies,0,0,10,10,1
688,NorAfr_Tropical desert_Herbaceous wetland,0.025,0.0125,5,0,0
689,NorAfr_Tropical desert_Closed forest evergreen broad leaf,0.025,0.0125,4,0,0
690,NorAfr_Tropical desert_Closed forest mixed,0.025,0.0125,8,2,0
691,NorAfr_Tropical desert_Closed forest undefined,0.025,0.0125,16,5,0
692,NorAfr_Tropical desert_Open forest mixed,0.025,0.0125,5,1,0
693,NorAfr_Tropical desert_Open forest undefined,0.025,0.0125,8,6,0
694,NorAfr_Tropical desert_Oceans seas,0,0,10,10,1
695,NorAfr_Tropical mountain system_Urban built up,0,0,2,2,1
696,NorAfr_Tropical mountain system_Bare sparse vegetation,0,0,0,0,1
697,NorAfr_Subtropical dry forest_Shrubs,0.44,0.39,22,12,0
698,NorAfr_Subtropical dry forest_Herbaceous vegetation,1.37,1.23,7,15,0
699,NorAfr_Subtropical dry forest_Agriculture,1.6,1.44,6,8,0
700,NorAfr_Subtropical dry forest_Urban built up,0,0,2,2,1
701,NorAfr_Subtropical dry forest_Bare sparse vegetation,0,0,0.0065,0.0032,1
702,NorAfr_Subtropical dry forest_Permanent water bodies,0,0,10,10,1
703,NorAfr_Subtropical dry forest_Herbaceous wetland,0.42,0.38,23,8,0
704,NorAfr_Subtropical dry forest_Closed forest evergreen broad leaf,0.09,0.08,109,12,0
705,NorAfr_Subtropical dry forest_Closed forest deciduous broad leaf,0.09,0.08,105,12,0
706,NorAfr_Subtropical dry forest_Closed forest mixed,0.09,0.08,108,10,0
707,NorAfr_Subtropical dry forest_Closed forest undefined,0.1,0.09,95,12,0
708,NorAfr_Subtropical dry forest_Open forest deciduous broad leaf,0.28,0.25,34,14,0
709,NorAfr_Subtropical dry forest_Open forest mixed,0.27,0.24,36,23,0
710,NorAfr_Subtropical dry forest_Open forest undefined,0.22,0.2,44,15,0
711,NorAfr_Subtropical dry forest_Oceans seas,0,0,10,10,1
712,NorAfr_Subtropical steppe_Shrubs,0.69,0.62,7,3,0
713,NorAfr_Subtropical steppe_Herbaceous vegetation,1.6,1.44,3,2,0
714,NorAfr_Subtropical steppe_Agriculture,1.6,1.44,3,2,0
715,NorAfr_Subtropical steppe_Urban built up,0,0,2,2,1
716,NorAfr_Subtropical steppe_Bare sparse vegetation,0,0,0.0013,6e-04,1
717,NorAfr_Subtropical steppe_Permanent water bodies,0,0,10,10,1
